"Chromosome"	"Start"	"End"	"Strand"	"Feature"	"Illumina"	"Missing"	"Length"	"Miss %"	"Locus Tag"	"Product"
"CP040691"	1340988	1341284	"+"	"mRNA"	"Missing"	297	297	100	"FF955_06560"	
"CP040691"	1340988	1341284	"+"	"CDS"	"Missing"	297	297	100	"FF955_06560"	"ESAT-6-like protein EsxK"
"CP040691"	1340988	1341284	"+"	"exon"	"Missing"	297	297	100		
"CP040691"	1341335	1341619	"+"	"gene"	"Missing"	285	285	100	"FF955_06565"	
"CP040691"	1341335	1341619	"+"	"mRNA"	"Missing"	285	285	100	"FF955_06565"	
"CP040691"	1341335	1341619	"+"	"CDS"	"Missing"	285	285	100	"FF955_06565"	"ESAT-6-like protein EsxL"
"CP040691"	1341335	1341619	"+"	"exon"	"Missing"	285	285	100		
"CP040691"	1573943	1575673	"-"	"gene"	"Missing"	103	1731	6	"FF955_07665"	
"CP040691"	1573943	1575673	"-"	"mRNA"	"Missing"	103	1731	6	"FF955_07665"	
"CP040691"	1573943	1575673	"-"	"CDS"	"Missing"	103	1731	6	"FF955_07665"	"PE family protein"
"CP040691"	1573943	1575673	"-"	"exon"	"Missing"	103	1731	6		
"CP040691"	1632460	1636656	"-"	"gene"	"Missing"	1317	4197	31.4	"FF955_07965"	
"CP040691"	1632460	1636656	"-"	"mRNA"	"Missing"	1317	4197	31.4	"FF955_07965"	
"CP040691"	1632460	1636656	"-"	"CDS"	"Missing"	1317	4197	31.4	"FF955_07965"	"PE family protein"
"CP040691"	1632460	1636656	"-"	"exon"	"Missing"	1317	4197	31.4		
"CP040691"	1638033	1640438	"-"	"gene"	"Missing"	664	2406	27.6	"FF955_07975"	
"CP040691"	1638033	1640438	"-"	"mRNA"	"Missing"	664	2406	27.6	"FF955_07975"	
"CP040691"	1638033	1640438	"-"	"CDS"	"Missing"	664	2406	27.6	"FF955_07975"	"PE family protein"
"CP040691"	1638033	1640438	"-"	"exon"	"Missing"	664	2406	27.6		
"CP040691"	1949938	1950186	"-"	"gene"	"Missing"	91	249	36.5	"FF955_09380"	
"CP040691"	1949938	1950186	"-"	"mRNA"	"Missing"	91	249	36.5	"FF955_09380"	
"CP040691"	1949938	1950186	"-"	"CDS"	"Missing"	91	249	36.5	"FF955_09380"	"cell wall anchor protein"
"CP040691"	1949938	1950186	"-"	"exon"	"Missing"	91	249	36.5		
"CP040691"	1976222	1979452	"-"	"gene"	"Missing"	531	3231	16.4	"FF955_09510"	
"CP040691"	1976222	1979452	"-"	"mRNA"	"Missing"	531	3231	16.4	"FF955_09510"	
"CP040691"	1976222	1979452	"-"	"CDS"	"Missing"	531	3231	16.4	"FF955_09510"	"PPE domain-containing protein"
"CP040691"	1976222	1979452	"-"	"exon"	"Missing"	531	3231	16.4		
"CP040691"	2009348	2010445	"+"	"gene"	"Missing"	207	1098	18.9	"FF955_09640"	
"CP040691"	2009348	2010445	"+"	"mRNA"	"Missing"	207	1098	18.9	"FF955_09640"	
"CP040691"	2009348	2010445	"+"	"CDS"	"Missing"	207	1098	18.9	"FF955_09640"	"type VII secretion system ESX-5 target PPE25"
"CP040691"	2009348	2010445	"+"	"exon"	"Missing"	207	1098	18.9		
"CP040691"	2146984	2151036	"-"	"pseudogenic_exon"	"Missing"	1271	4053	31.4	"FF955_10340"	"PPE family protein"
"CP040691"	2146984	2151036	"-"	"pseudogene"	"Missing"	1271	4053	31.4	"FF955_10340"	
"CP040691"	2152392	2153999	"-"	"pseudogenic_exon"	"Missing"	144	1608	9	"FF955_10350"	"PPE family protein"
"CP040691"	2152392	2153999	"-"	"pseudogene"	"Missing"	144	1608	9	"FF955_10350"	
"CP040691"	2292071	2304526	"-"	"gene"	"Missing"	1282	12456	10.3	"FF955_11150"	
"CP040691"	2292071	2304526	"-"	"mRNA"	"Missing"	1282	12456	10.3	"FF955_11150"	
"CP040691"	2292071	2304526	"-"	"CDS"	"Missing"	1282	12456	10.3	"FF955_11150"	"type I polyketide synthase"
"CP040691"	2292071	2304526	"-"	"exon"	"Missing"	1282	12456	10.3		
"CP040691"	2344925	2346106	"+"	"gene"	"Missing"	114	1182	9.6	"FF955_11365"	
"CP040691"	2344925	2346106	"+"	"mRNA"	"Missing"	114	1182	9.6	"FF955_11365"	
"CP040691"	2344925	2346106	"+"	"CDS"	"Missing"	114	1182	9.6	"FF955_11365"	"flap endonuclease"
"CP040691"	2344925	2346106	"+"	"exon"	"Missing"	114	1182	9.6		
"CP040691"	2368522	2370159	"-"	"gene"	"Missing"	106	1638	6.5	"FF955_11475"	
"CP040691"	2368522	2370159	"-"	"mRNA"	"Missing"	106	1638	6.5	"FF955_11475"	
"CP040691"	2368522	2370159	"-"	"CDS"	"Missing"	106	1638	6.5	"FF955_11475"	"proteasome accessory factor PafA2"
"CP040691"	2368522	2370159	"-"	"exon"	"Missing"	106	1638	6.5		
"CP040691"	2370056	2370292	"+"	"pseudogenic_exon"	"Missing"	112	237	47.3	"FF955_11480"	"hypothetical protein"
"CP040691"	2370056	2370292	"+"	"pseudogene"	"Missing"	112	237	47.3	"FF955_11480"	
"CP040691"	2384875	2385963	"-"	"gene"	"Missing"	400	1089	36.7	"FF955_11550"	
"CP040691"	2384875	2385963	"-"	"mRNA"	"Missing"	400	1089	36.7	"FF955_11550"	
"CP040691"	2384875	2385963	"-"	"CDS"	"Missing"	400	1089	36.7	"FF955_11550"	"PE family protein"
"CP040691"	2384875	2385963	"-"	"exon"	"Missing"	400	1089	36.7		
"CP040691"	2421032	2422630	"-"	"gene"	"Missing"	248	1599	15.5	"FF955_11745"	
"CP040691"	2421032	2422630	"-"	"mRNA"	"Missing"	248	1599	15.5	"FF955_11745"	
"CP040691"	2421032	2422630	"-"	"CDS"	"Missing"	248	1599	15.5	"FF955_11745"	"PE family protein"
"CP040691"	2421032	2422630	"-"	"exon"	"Missing"	248	1599	15.5		
"CP040691"	2528275	2528574	"+"	"gene"	"Missing"	106	300	35.3	"FF955_12265"	
"CP040691"	2528275	2528574	"+"	"mRNA"	"Missing"	106	300	35.3	"FF955_12265"	
"CP040691"	2528275	2528574	"+"	"CDS"	"Missing"	106	300	35.3	"FF955_12265"	"hypothetical protein"
"CP040691"	2528275	2528574	"+"	"exon"	"Missing"	106	300	35.3		
"CP040691"	2688838	2689923	"+"	"gene"	"Missing"	236	1086	21.7	"FF955_13045"	
"CP040691"	2688838	2689923	"+"	"mRNA"	"Missing"	236	1086	21.7	"FF955_13045"	
"CP040691"	2688838	2689923	"+"	"CDS"	"Missing"	236	1086	21.7	"FF955_13045"	"PE family protein"
"CP040691"	2688838	2689923	"+"	"exon"	"Missing"	236	1086	21.7		
"CP040691"	2795722	2800704	"-"	"gene"	"Missing"	1332	4983	26.7	"FF955_13575"	
"CP040691"	2795722	2800704	"-"	"mRNA"	"Missing"	1332	4983	26.7	"FF955_13575"	
"CP040691"	2795722	2800704	"-"	"CDS"	"Missing"	1332	4983	26.7	"FF955_13575"	"PE family protein"
"CP040691"	2795722	2800704	"-"	"exon"	"Missing"	1332	4983	26.7		
"CP040691"	2861587	2862249	"+"	"gene"	"Missing"	397	663	59.9	"FF955_13905"	
"CP040691"	2861587	2862249	"+"	"mRNA"	"Missing"	397	663	59.9	"FF955_13905"	
"CP040691"	2861587	2862249	"+"	"CDS"	"Missing"	397	663	59.9	"FF955_13905"	"hypothetical protein"
"CP040691"	2861587	2862249	"+"	"exon"	"Missing"	397	663	59.9		
"CP040691"	2938061	2939446	"-"	"gene"	"Missing"	239	1386	17.2	"FF955_14290"	
"CP040691"	2938061	2939446	"-"	"mRNA"	"Missing"	239	1386	17.2	"FF955_14290"	
"CP040691"	2938061	2939446	"-"	"CDS"	"Missing"	239	1386	17.2	"FF955_14290"	"PE family protein"
"CP040691"	2938061	2939446	"-"	"exon"	"Missing"	239	1386	17.2		
"CP040691"	2954582	2956918	"-"	"gene"	"Missing"	152	2337	6.5	"FF955_14390"	
"CP040691"	2954582	2956918	"-"	"mRNA"	"Missing"	152	2337	6.5	"FF955_14390"	
"CP040691"	2954582	2956918	"-"	"CDS"	"Missing"	152	2337	6.5	"FF955_14390"	"PE family protein"
"CP040691"	2954582	2956918	"-"	"exon"	"Missing"	152	2337	6.5		
"CP040691"	3000397	3000654	"+"	"gene"	"Missing"	106	258	41.1	"FF955_14715"	
"CP040691"	3000397	3000654	"+"	"mRNA"	"Missing"	106	258	41.1	"FF955_14715"	
"CP040691"	3000397	3000654	"+"	"CDS"	"Missing"	106	258	41.1	"FF955_14715"	"hypothetical protein"
"CP040691"	3000397	3000654	"+"	"exon"	"Missing"	106	258	41.1		
"CP040691"	3159094	3160020	"-"	"gene"	"Missing"	54	927	5.8	"FF955_15590"	
"CP040691"	3159094	3160020	"-"	"mRNA"	"Missing"	54	927	5.8	"FF955_15590"	
"CP040691"	3159094	3160020	"-"	"CDS"	"Missing"	54	927	5.8	"FF955_15590"	"gamma-glutamyl-gamma-aminobutyrate hydrolase"
"CP040691"	3159094	3160020	"-"	"exon"	"Missing"	54	927	5.8		
"CP040691"	3180566	3180679	"-"	"gene"	"Missing"	54	114	47.4	"FF955_15715"	
"CP040691"	3180566	3180679	"-"	"mRNA"	"Missing"	54	114	47.4	"FF955_15715"	
"CP040691"	3180566	3180679	"-"	"CDS"	"Missing"	54	114	47.4	"FF955_15715"	"uridylate kinase"
"CP040691"	3180566	3180679	"-"	"exon"	"Missing"	54	114	47.4		
"CP040691"	3180695	3180838	"-"	"gene"	"Missing"	29	144	20.1	"FF955_15720"	
"CP040691"	3180695	3180838	"-"	"mRNA"	"Missing"	29	144	20.1	"FF955_15720"	
"CP040691"	3180695	3180838	"-"	"CDS"	"Missing"	29	144	20.1	"FF955_15720"	"uridylate kinase"
"CP040691"	3180695	3180838	"-"	"exon"	"Missing"	29	144	20.1		
"CP040691"	3221579	3221800	"+"	"gene"	"Missing"	159	222	71.6	"FF955_15915"	
"CP040691"	3221579	3221800	"+"	"mRNA"	"Missing"	159	222	71.6	"FF955_15915"	
"CP040691"	3221579	3221800	"+"	"CDS"	"Missing"	159	222	71.6	"FF955_15915"	"hypothetical protein"
"CP040691"	3221579	3221800	"+"	"exon"	"Missing"	159	222	71.6		
"CP040691"	3228583	3228717	"-"	"pseudogenic_exon"	"Missing"	35	135	25.9	"FF955_15945"	"DNA-formamidopyrimidine glycosylase"
"CP040691"	3228583	3228717	"-"	"pseudogene"	"Missing"	35	135	25.9	"FF955_15945"	
"CP040691"	3325673	3325837	"+"	"pseudogenic_exon"	"Missing"	110	165	66.7	"FF955_16265"	"protocatechuate 3%2C4-dioxygenase"
"CP040691"	3325673	3325837	"+"	"pseudogene"	"Missing"	110	165	66.7	"FF955_16265"	
"CP040691"	3368730	3368933	"-"	"gene"	"Missing"	20	204	9.8	"FF955_16485"	
"CP040691"	3368730	3368933	"-"	"mRNA"	"Missing"	20	204	9.8	"FF955_16485"	
"CP040691"	3368730	3368933	"-"	"CDS"	"Missing"	20	204	9.8	"FF955_16485"	"PE family protein"
"CP040691"	3368730	3368933	"-"	"exon"	"Missing"	20	204	9.8		
"CP040691"	3370661	3371968	"-"	"gene"	"Missing"	234	1308	17.9	"FF955_16500"	
"CP040691"	3370661	3371968	"-"	"mRNA"	"Missing"	234	1308	17.9	"FF955_16500"	
"CP040691"	3370661	3371968	"-"	"CDS"	"Missing"	234	1308	17.9	"FF955_16500"	"PPE family protein"
"CP040691"	3370661	3371968	"-"	"exon"	"Missing"	234	1308	17.9		
"CP040691"	3726967	3736301	"-"	"pseudogenic_exon"	"Missing"	1008	9335	10.8	"FF955_18315"	"PPE domain-containing protein"
"CP040691"	3726967	3736301	"-"	"pseudogene"	"Missing"	1008	9335	10.8	"FF955_18315"	
"CP040691"	3801185	3803362	"+"	"gene"	"Missing"	198	2178	9.1	"FF955_18560"	
"CP040691"	3801185	3803362	"+"	"mRNA"	"Missing"	198	2178	9.1	"FF955_18560"	
"CP040691"	3801185	3803362	"+"	"CDS"	"Missing"	198	2178	9.1	"FF955_18560"	"PE family protein"
"CP040691"	3801185	3803362	"+"	"exon"	"Missing"	198	2178	9.1		
"CP040691"	3820141	3820650	"-"	"pseudogenic_exon"	"Missing"	75	510	14.7	"FF955_18635"	"hypothetical protein"
"CP040691"	3820141	3820650	"-"	"pseudogene"	"Missing"	75	510	14.7	"FF955_18635"	
"CP040691"	3948049	3948705	"-"	"gene"	"Missing"	390	657	59.4	"FF955_19255"	
"CP040691"	3948049	3948705	"-"	"mRNA"	"Missing"	390	657	59.4	"FF955_19255"	
"CP040691"	3948049	3948705	"-"	"CDS"	"Missing"	390	657	59.4	"FF955_19255"	"fatty-acid--CoA ligase"
"CP040691"	3948049	3948705	"-"	"exon"	"Missing"	390	657	59.4		
"CP040691"	3948751	3953435	"+"	"pseudogenic_exon"	"Missing"	2313	4685	49.4	"FF955_19260"	"PE family protein"
"CP040691"	3948751	3953435	"+"	"pseudogene"	"Missing"	2313	4685	49.4	"FF955_19260"	
"CP040691"	4056112	4056612	"-"	"gene"	"Missing"	416	501	83	"FF955_19775"	
"CP040691"	4056112	4056612	"-"	"mRNA"	"Missing"	416	501	83	"FF955_19775"	
"CP040691"	4056112	4056612	"-"	"CDS"	"Missing"	416	501	83	"FF955_19775"	"hypothetical protein"
"CP040691"	4056112	4056612	"-"	"exon"	"Missing"	416	501	83		
"CP040691"	4056577	4057107	"+"	"gene"	"Missing"	311	531	58.6	"FF955_19780"	
"CP040691"	4056577	4057107	"+"	"mRNA"	"Missing"	311	531	58.6	"FF955_19780"	
"CP040691"	4056577	4057107	"+"	"CDS"	"Missing"	311	531	58.6	"FF955_19780"	"hypothetical protein"
"CP040691"	4056577	4057107	"+"	"exon"	"Missing"	311	531	58.6		
"CP040691"	4124436	4124663	"-"	"gene"	"Missing"	158	228	69.3	"FF955_20155"	
"CP040691"	4124436	4124663	"-"	"mRNA"	"Missing"	158	228	69.3	"FF955_20155"	
"CP040691"	4124436	4124663	"-"	"CDS"	"Missing"	158	228	69.3	"FF955_20155"	"LacI family transcriptional regulator"
"CP040691"	4124436	4124663	"-"	"exon"	"Missing"	158	228	69.3		
"CP040691"	4160733	4161023	"-"	"gene"	"Missing"	59	291	20.3	"FF955_20345"	
"CP040691"	4160733	4161023	"-"	"mRNA"	"Missing"	59	291	20.3	"FF955_20345"	
"CP040691"	4160733	4161023	"-"	"CDS"	"Missing"	59	291	20.3	"FF955_20345"	"hypothetical protein"
"CP040691"	4160733	4161023	"-"	"exon"	"Missing"	59	291	20.3		
"CP040691"	4352605	4352748	"+"	"gene"	"Missing"	53	144	36.8	"FF955_21230"	
"CP040691"	4352605	4352748	"+"	"mRNA"	"Missing"	53	144	36.8	"FF955_21230"	
"CP040691"	4352605	4352748	"+"	"CDS"	"Missing"	53	144	36.8	"FF955_21230"	"uridylate kinase"
"CP040691"	4352605	4352748	"+"	"exon"	"Missing"	53	144	36.8		
"CP040691"	4356947	4358947	"+"	"gene"	"Missing"	201	2001	10	"FF955_21260"	
"CP040691"	4356947	4358947	"+"	"mRNA"	"Missing"	201	2001	10	"FF955_21260"	
"CP040691"	4356947	4358947	"+"	"CDS"	"Missing"	201	2001	10	"FF955_21260"	"type VII secretion system ESX-1 associated protein EspI"
"CP040691"	4356947	4358947	"+"	"exon"	"Missing"	201	2001	10		
