"Chromosome"	"Start"	"End"	"Strand"	"Feature"	"Illumina"	"Missing"	"Length"	"Miss %"	"Locus Tag"	"Product"
"CP040688"	959109	960332	"-"	"mRNA"	"Missing"	120	1224	9.8	"FF951_04695"	
"CP040688"	959109	960332	"-"	"CDS"	"Missing"	120	1224	9.8	"FF951_04695"	"resuscitation-promoting factor RpfA"
"CP040688"	959109	960332	"-"	"exon"	"Missing"	120	1224	9.8		
"CP040688"	963221	965047	"-"	"gene"	"Missing"	138	1827	7.6	"FF951_04720"	
"CP040688"	963221	965047	"-"	"mRNA"	"Missing"	138	1827	7.6	"FF951_04720"	
"CP040688"	963221	965047	"-"	"CDS"	"Missing"	138	1827	7.6	"FF951_04720"	"PE family protein"
"CP040688"	963221	965047	"-"	"exon"	"Missing"	138	1827	7.6		
"CP040688"	1089895	1091268	"-"	"gene"	"Missing"	217	1374	15.8	"FF951_05315"	
"CP040688"	1089895	1091268	"-"	"mRNA"	"Missing"	217	1374	15.8	"FF951_05315"	
"CP040688"	1089895	1091268	"-"	"CDS"	"Missing"	217	1374	15.8	"FF951_05315"	"PE domain-containing protein"
"CP040688"	1089895	1091268	"-"	"exon"	"Missing"	217	1374	15.8		
"CP040688"	1337499	1338746	"-"	"gene"	"Missing"	464	1248	37.2	"FF951_06550"	
"CP040688"	1337499	1338746	"-"	"mRNA"	"Missing"	464	1248	37.2	"FF951_06550"	
"CP040688"	1337499	1338746	"-"	"CDS"	"Missing"	464	1248	37.2	"FF951_06550"	"IS256-like element IS1081 family transposase"
"CP040688"	1337499	1338746	"-"	"exon"	"Missing"	464	1248	37.2		
"CP040688"	1485808	1487583	"-"	"gene"	"Missing"	159	1776	9	"FF951_07255"	
"CP040688"	1485808	1487583	"-"	"mRNA"	"Missing"	159	1776	9	"FF951_07255"	
"CP040688"	1485808	1487583	"-"	"CDS"	"Missing"	159	1776	9	"FF951_07255"	"PE family protein"
"CP040688"	1485808	1487583	"-"	"exon"	"Missing"	159	1776	9		
"CP040688"	1568388	1570118	"-"	"gene"	"Missing"	88	1731	5.1	"FF951_07630"	
"CP040688"	1568388	1570118	"-"	"mRNA"	"Missing"	88	1731	5.1	"FF951_07630"	
"CP040688"	1568388	1570118	"-"	"CDS"	"Missing"	88	1731	5.1	"FF951_07630"	"PE family protein"
"CP040688"	1568388	1570118	"-"	"exon"	"Missing"	88	1731	5.1		
"CP040688"	1626750	1631018	"-"	"gene"	"Missing"	684	4269	16	"FF951_07925"	
"CP040688"	1626750	1631018	"-"	"mRNA"	"Missing"	684	4269	16	"FF951_07925"	
"CP040688"	1626750	1631018	"-"	"CDS"	"Missing"	684	4269	16	"FF951_07925"	"PE family protein"
"CP040688"	1626750	1631018	"-"	"exon"	"Missing"	684	4269	16		
"CP040688"	1632395	1634800	"-"	"gene"	"Missing"	181	2406	7.5	"FF951_07935"	
"CP040688"	1632395	1634800	"-"	"mRNA"	"Missing"	181	2406	7.5	"FF951_07935"	
"CP040688"	1632395	1634800	"-"	"CDS"	"Missing"	181	2406	7.5	"FF951_07935"	"PE family protein"
"CP040688"	1632395	1634800	"-"	"exon"	"Missing"	181	2406	7.5		
"CP040688"	1640812	1641069	"+"	"gene"	"Missing"	53	258	20.5	"FF951_07970"	
"CP040688"	1640812	1641069	"+"	"mRNA"	"Missing"	53	258	20.5	"FF951_07970"	
"CP040688"	1640812	1641069	"+"	"CDS"	"Missing"	53	258	20.5	"FF951_07970"	"hypothetical protein"
"CP040688"	1640812	1641069	"+"	"exon"	"Missing"	53	258	20.5		
"CP040688"	1777900	1778568	"-"	"gene"	"Missing"	54	669	8.1	"FF951_08595"	
"CP040688"	1777900	1778568	"-"	"mRNA"	"Missing"	54	669	8.1	"FF951_08595"	
"CP040688"	1777900	1778568	"-"	"CDS"	"Missing"	54	669	8.1	"FF951_08595"	"DUF222 domain-containing protein"
"CP040688"	1777900	1778568	"-"	"exon"	"Missing"	54	669	8.1		
"CP040688"	1944299	1944547	"-"	"gene"	"Missing"	171	249	68.7	"FF951_09340"	
"CP040688"	1944299	1944547	"-"	"mRNA"	"Missing"	171	249	68.7	"FF951_09340"	
"CP040688"	1944299	1944547	"-"	"CDS"	"Missing"	171	249	68.7	"FF951_09340"	"cell wall anchor protein"
"CP040688"	1944299	1944547	"-"	"exon"	"Missing"	171	249	68.7		
"CP040688"	1970545	1974009	"-"	"gene"	"Missing"	554	3465	16	"FF951_09470"	
"CP040688"	1970545	1974009	"-"	"mRNA"	"Missing"	554	3465	16	"FF951_09470"	
"CP040688"	1970545	1974009	"-"	"CDS"	"Missing"	554	3465	16	"FF951_09470"	"PPE domain-containing protein"
"CP040688"	1970545	1974009	"-"	"exon"	"Missing"	554	3465	16		
"CP040688"	2039784	2041288	"-"	"pseudogenic_exon"	"Missing"	183	1505	12.2	"FF951_09775"	"PE family protein"
"CP040688"	2039784	2041288	"-"	"pseudogene"	"Missing"	183	1505	12.2	"FF951_09775"	
"CP040688"	2140338	2144252	"-"	"pseudogenic_exon"	"Missing"	1608	3915	41.1	"FF951_10300"	"PPE family protein"
"CP040688"	2140338	2144252	"-"	"pseudogene"	"Missing"	1608	3915	41.1	"FF951_10300"	
"CP040688"	2145608	2147215	"-"	"pseudogenic_exon"	"Missing"	100	1608	6.2	"FF951_10310"	"PPE family protein"
"CP040688"	2145608	2147215	"-"	"pseudogene"	"Missing"	100	1608	6.2	"FF951_10310"	
"CP040688"	2175893	2177257	"+"	"gene"	"Missing"	184	1365	13.5	"FF951_10455"	
"CP040688"	2175893	2177257	"+"	"mRNA"	"Missing"	184	1365	13.5	"FF951_10455"	
"CP040688"	2175893	2177257	"+"	"CDS"	"Missing"	184	1365	13.5	"FF951_10455"	"HNH endonuclease"
"CP040688"	2175893	2177257	"+"	"exon"	"Missing"	184	1365	13.5		
"CP040688"	2249409	2249758	"+"	"pseudogenic_exon"	"Missing"	124	350	35.4	"FF951_10930"	"hypothetical protein"
"CP040688"	2249409	2249758	"+"	"pseudogene"	"Missing"	124	350	35.4	"FF951_10930"	
"CP040688"	2286645	2299100	"-"	"gene"	"Missing"	2166	12456	17.4	"FF951_11120"	
"CP040688"	2286645	2299100	"-"	"mRNA"	"Missing"	2166	12456	17.4	"FF951_11120"	
"CP040688"	2286645	2299100	"-"	"CDS"	"Missing"	2166	12456	17.4	"FF951_11120"	"SDR family NAD(P)-dependent oxidoreductase"
"CP040688"	2286645	2299100	"-"	"exon"	"Missing"	2166	12456	17.4		
"CP040688"	2330179	2330626	"-"	"pseudogenic_exon"	"Missing"	24	448	5.4	"FF951_11290"	"hypothetical protein"
"CP040688"	2330179	2330626	"-"	"pseudogene"	"Missing"	24	448	5.4	"FF951_11290"	
"CP040688"	2339505	2340686	"+"	"gene"	"Missing"	114	1182	9.6	"FF951_11335"	
"CP040688"	2339505	2340686	"+"	"mRNA"	"Missing"	114	1182	9.6	"FF951_11335"	
"CP040688"	2339505	2340686	"+"	"CDS"	"Missing"	114	1182	9.6	"FF951_11335"	"flap endonuclease"
"CP040688"	2339505	2340686	"+"	"exon"	"Missing"	114	1182	9.6		
"CP040688"	2364636	2364872	"+"	"pseudogenic_exon"	"Missing"	55	237	23.2	"FF951_11450"	"hypothetical protein"
"CP040688"	2364636	2364872	"+"	"pseudogene"	"Missing"	55	237	23.2	"FF951_11450"	
"CP040688"	2379455	2380543	"-"	"gene"	"Missing"	253	1089	23.2	"FF951_11520"	
"CP040688"	2379455	2380543	"-"	"mRNA"	"Missing"	253	1089	23.2	"FF951_11520"	
"CP040688"	2379455	2380543	"-"	"CDS"	"Missing"	253	1089	23.2	"FF951_11520"	"PE family protein"
"CP040688"	2379455	2380543	"-"	"exon"	"Missing"	253	1089	23.2		
"CP040688"	2415613	2417211	"-"	"gene"	"Missing"	188	1599	11.8	"FF951_11715"	
"CP040688"	2415613	2417211	"-"	"mRNA"	"Missing"	188	1599	11.8	"FF951_11715"	
"CP040688"	2415613	2417211	"-"	"CDS"	"Missing"	188	1599	11.8	"FF951_11715"	"PE family protein"
"CP040688"	2415613	2417211	"-"	"exon"	"Missing"	188	1599	11.8		
"CP040688"	2625194	2626549	"-"	"pseudogenic_exon"	"Missing"	1355	1356	99.9	"FF951_12785"	"PPE family protein"
"CP040688"	2625194	2626549	"-"	"pseudogene"	"Missing"	1355	1356	99.9	"FF951_12785"	
"CP040688"	2626910	2627134	"+"	"pseudogenic_exon"	"Missing"	225	225	100	"FF951_12790"	"hypothetical protein"
"CP040688"	2626910	2627134	"+"	"pseudogene"	"Missing"	225	225	100	"FF951_12790"	
"CP040688"	2627287	2629131	"-"	"gene"	"Missing"	1298	1845	70.4	"FF951_12795"	
"CP040688"	2627287	2629131	"-"	"mRNA"	"Missing"	1298	1845	70.4	"FF951_12795"	
"CP040688"	2627287	2629131	"-"	"CDS"	"Missing"	1298	1845	70.4	"FF951_12795"	"PPE domain-containing protein"
"CP040688"	2627287	2629131	"-"	"exon"	"Missing"	1298	1845	70.4		
"CP040688"	2682395	2683480	"+"	"gene"	"Missing"	113	1086	10.4	"FF951_13015"	
"CP040688"	2682395	2683480	"+"	"mRNA"	"Missing"	113	1086	10.4	"FF951_13015"	
"CP040688"	2682395	2683480	"+"	"CDS"	"Missing"	113	1086	10.4	"FF951_13015"	"PE family protein"
"CP040688"	2682395	2683480	"+"	"exon"	"Missing"	113	1086	10.4		
"CP040688"	2789278	2794260	"-"	"gene"	"Missing"	1268	4983	25.4	"FF951_13545"	
"CP040688"	2789278	2794260	"-"	"mRNA"	"Missing"	1268	4983	25.4	"FF951_13545"	
"CP040688"	2789278	2794260	"-"	"CDS"	"Missing"	1268	4983	25.4	"FF951_13545"	"PE family protein"
"CP040688"	2789278	2794260	"-"	"exon"	"Missing"	1268	4983	25.4		
"CP040688"	2816580	2817827	"-"	"gene"	"Missing"	449	1248	36	"FF951_13670"	
"CP040688"	2816580	2817827	"-"	"mRNA"	"Missing"	449	1248	36	"FF951_13670"	
"CP040688"	2816580	2817827	"-"	"CDS"	"Missing"	449	1248	36	"FF951_13670"	"IS256-like element IS1081 family transposase"
"CP040688"	2816580	2817827	"-"	"exon"	"Missing"	449	1248	36		
"CP040688"	2855143	2855805	"+"	"gene"	"Missing"	221	663	33.3	"FF951_13875"	
"CP040688"	2855143	2855805	"+"	"mRNA"	"Missing"	221	663	33.3	"FF951_13875"	
"CP040688"	2855143	2855805	"+"	"CDS"	"Missing"	221	663	33.3	"FF951_13875"	"hypothetical protein"
"CP040688"	2855143	2855805	"+"	"exon"	"Missing"	221	663	33.3		
"CP040688"	2931617	2933002	"-"	"gene"	"Missing"	217	1386	15.7	"FF951_14260"	
"CP040688"	2931617	2933002	"-"	"mRNA"	"Missing"	217	1386	15.7	"FF951_14260"	
"CP040688"	2931617	2933002	"-"	"CDS"	"Missing"	217	1386	15.7	"FF951_14260"	"PE family protein"
"CP040688"	2931617	2933002	"-"	"exon"	"Missing"	217	1386	15.7		
"CP040688"	2948122	2950458	"-"	"gene"	"Missing"	242	2337	10.4	"FF951_14360"	
"CP040688"	2948122	2950458	"-"	"mRNA"	"Missing"	242	2337	10.4	"FF951_14360"	
"CP040688"	2948122	2950458	"-"	"CDS"	"Missing"	242	2337	10.4	"FF951_14360"	"PE family protein"
"CP040688"	2948122	2950458	"-"	"exon"	"Missing"	242	2337	10.4		
"CP040688"	2982717	2982881	"+"	"pseudogenic_exon"	"Missing"	87	165	52.7	"FF951_14625"	"DUF3000 domain-containing protein"
"CP040688"	2982717	2982881	"+"	"pseudogene"	"Missing"	87	165	52.7	"FF951_14625"	
"CP040688"	2993937	2994194	"+"	"gene"	"Missing"	106	258	41.1	"FF951_14685"	
"CP040688"	2993937	2994194	"+"	"mRNA"	"Missing"	106	258	41.1	"FF951_14685"	
"CP040688"	2993937	2994194	"+"	"CDS"	"Missing"	106	258	41.1	"FF951_14685"	"hypothetical protein"
"CP040688"	2993937	2994194	"+"	"exon"	"Missing"	106	258	41.1		
"CP040688"	3151401	3152327	"-"	"gene"	"Missing"	54	927	5.8	"FF951_15555"	
"CP040688"	3151401	3152327	"-"	"mRNA"	"Missing"	54	927	5.8	"FF951_15555"	
"CP040688"	3151401	3152327	"-"	"CDS"	"Missing"	54	927	5.8	"FF951_15555"	"gamma-glutamyl-gamma-aminobutyrate hydrolase"
"CP040688"	3151401	3152327	"-"	"exon"	"Missing"	54	927	5.8		
"CP040688"	3172931	3173044	"-"	"gene"	"Missing"	32	114	28.1	"FF951_15680"	
"CP040688"	3172931	3173044	"-"	"mRNA"	"Missing"	32	114	28.1	"FF951_15680"	
"CP040688"	3172931	3173044	"-"	"CDS"	"Missing"	32	114	28.1	"FF951_15680"	"uridylate kinase"
"CP040688"	3172931	3173044	"-"	"exon"	"Missing"	32	114	28.1		
"CP040688"	3213943	3214164	"+"	"gene"	"Missing"	81	222	36.5	"FF951_15885"	
"CP040688"	3213943	3214164	"+"	"mRNA"	"Missing"	81	222	36.5	"FF951_15885"	
"CP040688"	3213943	3214164	"+"	"CDS"	"Missing"	81	222	36.5	"FF951_15885"	"hypothetical protein"
"CP040688"	3213943	3214164	"+"	"exon"	"Missing"	81	222	36.5		
"CP040688"	3361668	3362975	"-"	"gene"	"Missing"	1192	1308	91.1	"FF951_16455"	
"CP040688"	3361668	3362975	"-"	"mRNA"	"Missing"	1192	1308	91.1	"FF951_16455"	
"CP040688"	3361668	3362975	"-"	"CDS"	"Missing"	1192	1308	91.1	"FF951_16455"	"PPE family protein"
"CP040688"	3361668	3362975	"-"	"exon"	"Missing"	1192	1308	91.1		
"CP040688"	3363668	3364915	"-"	"gene"	"Missing"	450	1248	36.1	"FF951_16465"	
"CP040688"	3363668	3364915	"-"	"mRNA"	"Missing"	450	1248	36.1	"FF951_16465"	
"CP040688"	3363668	3364915	"-"	"CDS"	"Missing"	450	1248	36.1	"FF951_16465"	"IS256-like element IS1081 family transposase"
"CP040688"	3363668	3364915	"-"	"exon"	"Missing"	450	1248	36.1		
"CP040688"	3463799	3465046	"+"	"gene"	"Missing"	449	1248	36	"FF951_16980"	
"CP040688"	3463799	3465046	"+"	"mRNA"	"Missing"	449	1248	36	"FF951_16980"	
"CP040688"	3463799	3465046	"+"	"CDS"	"Missing"	449	1248	36	"FF951_16980"	"IS256-like element IS1081 family transposase"
"CP040688"	3463799	3465046	"+"	"exon"	"Missing"	449	1248	36		
"CP040688"	3697301	3698374	"+"	"gene"	"Missing"	219	1074	20.4	"FF951_18170"	
"CP040688"	3697301	3698374	"+"	"mRNA"	"Missing"	219	1074	20.4	"FF951_18170"	
"CP040688"	3697301	3698374	"+"	"CDS"	"Missing"	219	1074	20.4	"FF951_18170"	"FHA domain-containing protein"
"CP040688"	3697301	3698374	"+"	"exon"	"Missing"	219	1074	20.4		
"CP040688"	3698469	3698690	"-"	"gene"	"Missing"	191	222	86	"FF951_18175"	
"CP040688"	3698469	3698690	"-"	"mRNA"	"Missing"	191	222	86	"FF951_18175"	
"CP040688"	3698469	3698690	"-"	"CDS"	"Missing"	191	222	86	"FF951_18175"	"hypothetical protein"
"CP040688"	3698469	3698690	"-"	"exon"	"Missing"	191	222	86		
"CP040688"	3698800	3699959	"-"	"pseudogenic_exon"	"Missing"	206	1160	17.8	"FF951_18180"	"IS3 family transposase"
"CP040688"	3698800	3699959	"-"	"pseudogene"	"Missing"	206	1160	17.8	"FF951_18180"	
"CP040688"	3719189	3730258	"-"	"gene"	"Missing"	1270	11070	11.5	"FF951_18275"	
"CP040688"	3719189	3730258	"-"	"mRNA"	"Missing"	1270	11070	11.5	"FF951_18275"	
"CP040688"	3719189	3730258	"-"	"CDS"	"Missing"	1270	11070	11.5	"FF951_18275"	"PPE domain-containing protein"
"CP040688"	3719189	3730258	"-"	"exon"	"Missing"	1270	11070	11.5		
"CP040688"	3730307	3736369	"-"	"gene"	"Missing"	363	6063	6	"FF951_18280"	
"CP040688"	3730307	3736369	"-"	"mRNA"	"Missing"	363	6063	6	"FF951_18280"	
"CP040688"	3730307	3736369	"-"	"CDS"	"Missing"	363	6063	6	"FF951_18280"	"PE family protein"
"CP040688"	3730307	3736369	"-"	"exon"	"Missing"	363	6063	6		
"CP040688"	3746817	3747308	"-"	"gene"	"Missing"	492	492	100	"FF951_18295"	
"CP040688"	3746817	3747308	"-"	"mRNA"	"Missing"	492	492	100	"FF951_18295"	
"CP040688"	3746817	3747308	"-"	"CDS"	"Missing"	492	492	100	"FF951_18295"	"hypothetical protein"
"CP040688"	3746817	3747308	"-"	"exon"	"Missing"	492	492	100		
"CP040688"	3814042	3814260	"-"	"pseudogenic_exon"	"Missing"	219	219	100	"FF951_18595"	"hypothetical protein"
"CP040688"	3814042	3814260	"-"	"pseudogene"	"Missing"	219	219	100	"FF951_18595"	
"CP040688"	3814208	3814432	"-"	"gene"	"Missing"	225	225	100	"FF951_18600"	
"CP040688"	3814208	3814432	"-"	"mRNA"	"Missing"	225	225	100	"FF951_18600"	
"CP040688"	3814208	3814432	"-"	"CDS"	"Missing"	225	225	100	"FF951_18600"	"hypothetical protein"
"CP040688"	3814208	3814432	"-"	"exon"	"Missing"	225	225	100		
"CP040688"	3814869	3815055	"-"	"pseudogenic_exon"	"Missing"	35	187	18.7	"FF951_18605"	"hypothetical protein"
"CP040688"	3814869	3815055	"-"	"pseudogene"	"Missing"	35	187	18.7	"FF951_18605"	
"CP040688"	3927881	3932743	"+"	"gene"	"Missing"	1031	4863	21.2	"FF951_19195"	
"CP040688"	3927881	3932743	"+"	"mRNA"	"Missing"	1031	4863	21.2	"FF951_19195"	
"CP040688"	3927881	3932743	"+"	"CDS"	"Missing"	1031	4863	21.2	"FF951_19195"	"PE family protein"
"CP040688"	3927881	3932743	"+"	"exon"	"Missing"	1031	4863	21.2		
"CP040688"	3935650	3941652	"+"	"pseudogenic_exon"	"Missing"	1371	6003	22.8	"FF951_19210"	"PE family protein"
"CP040688"	3935650	3941652	"+"	"pseudogene"	"Missing"	1371	6003	22.8	"FF951_19210"	
"CP040688"	3942284	3942940	"-"	"gene"	"Missing"	574	657	87.4	"FF951_19220"	
"CP040688"	3942284	3942940	"-"	"mRNA"	"Missing"	574	657	87.4	"FF951_19220"	
"CP040688"	3942284	3942940	"-"	"CDS"	"Missing"	574	657	87.4	"FF951_19220"	"fatty-acid--CoA ligase"
"CP040688"	3942284	3942940	"-"	"exon"	"Missing"	574	657	87.4		
"CP040688"	3942986	3947385	"+"	"pseudogenic_exon"	"Missing"	2119	4400	48.2	"FF951_19225"	"PE family protein"
"CP040688"	3942986	3947385	"+"	"pseudogene"	"Missing"	2119	4400	48.2	"FF951_19225"	
"CP040688"	4050416	4050946	"+"	"gene"	"Missing"	400	531	75.3	"FF951_19740"	
"CP040688"	4050416	4050946	"+"	"mRNA"	"Missing"	400	531	75.3	"FF951_19740"	
"CP040688"	4050416	4050946	"+"	"CDS"	"Missing"	400	531	75.3	"FF951_19740"	"hypothetical protein"
"CP040688"	4050416	4050946	"+"	"exon"	"Missing"	400	531	75.3		
"CP040688"	4057638	4057934	"-"	"gene"	"Missing"	220	297	74.1	"FF951_19790"	
"CP040688"	4057638	4057934	"-"	"mRNA"	"Missing"	220	297	74.1	"FF951_19790"	
"CP040688"	4057638	4057934	"-"	"CDS"	"Missing"	220	297	74.1	"FF951_19790"	"WXG100 family type VII secretion target"
"CP040688"	4057638	4057934	"-"	"exon"	"Missing"	220	297	74.1		
"CP040688"	4118272	4118499	"-"	"gene"	"Missing"	79	228	34.6	"FF951_20120"	
"CP040688"	4118272	4118499	"-"	"mRNA"	"Missing"	79	228	34.6	"FF951_20120"	
"CP040688"	4118272	4118499	"-"	"CDS"	"Missing"	79	228	34.6	"FF951_20120"	"LacI family transcriptional regulator"
"CP040688"	4118272	4118499	"-"	"exon"	"Missing"	79	228	34.6		
"CP040688"	4118620	4118877	"-"	"pseudogenic_exon"	"Missing"	116	258	45	"FF951_20125"	"hypothetical protein"
"CP040688"	4118620	4118877	"-"	"pseudogene"	"Missing"	116	258	45	"FF951_20125"	
"CP040688"	4154573	4154863	"-"	"gene"	"Missing"	59	291	20.3	"FF951_20310"	
"CP040688"	4154573	4154863	"-"	"mRNA"	"Missing"	59	291	20.3	"FF951_20310"	
"CP040688"	4154573	4154863	"-"	"CDS"	"Missing"	59	291	20.3	"FF951_20310"	"hypothetical protein"
"CP040688"	4154573	4154863	"-"	"exon"	"Missing"	59	291	20.3		
"CP040688"	4346445	4346588	"+"	"gene"	"Missing"	53	144	36.8	"FF951_21195"	
"CP040688"	4346445	4346588	"+"	"mRNA"	"Missing"	53	144	36.8	"FF951_21195"	
"CP040688"	4346445	4346588	"+"	"CDS"	"Missing"	53	144	36.8	"FF951_21195"	"uridylate kinase"
"CP040688"	4346445	4346588	"+"	"exon"	"Missing"	53	144	36.8		
"CP040688"	4350787	4352787	"+"	"gene"	"Missing"	121	2001	6	"FF951_21225"	
"CP040688"	4350787	4352787	"+"	"mRNA"	"Missing"	121	2001	6	"FF951_21225"	
"CP040688"	4350787	4352787	"+"	"CDS"	"Missing"	121	2001	6	"FF951_21225"	"type VII secretion system ESX-1 associated protein EspI"
"CP040688"	4350787	4352787	"+"	"exon"	"Missing"	121	2001	6		
