"Chromosome"	"Start"	"End"	"Strand"	"Feature"	"Illumina"	"Missing"	"Length"	"Miss %"	"Locus Tag"	"Product"
"CP040690"	2196048	2197412	"+"	"gene"	"Missing"	184	1365	13.5	"FF954_10535"	
"CP040690"	2196048	2197412	"+"	"mRNA"	"Missing"	184	1365	13.5	"FF954_10535"	
"CP040690"	2196048	2197412	"+"	"CDS"	"Missing"	184	1365	13.5	"FF954_10535"	"HNH endonuclease"
"CP040690"	2196048	2197412	"+"	"exon"	"Missing"	184	1365	13.5		
"CP040690"	2298094	2310549	"-"	"gene"	"Missing"	1192	12456	9.6	"FF954_11140"	
"CP040690"	2298094	2310549	"-"	"mRNA"	"Missing"	1192	12456	9.6	"FF954_11140"	
"CP040690"	2298094	2310549	"-"	"CDS"	"Missing"	1192	12456	9.6	"FF954_11140"	"type I polyketide synthase"
"CP040690"	2298094	2310549	"-"	"exon"	"Missing"	1192	12456	9.6		
"CP040690"	2342382	2344547	"+"	"gene"	"Missing"	482	2166	22.3	"FF954_11320"	
"CP040690"	2342382	2344547	"+"	"mRNA"	"Missing"	482	2166	22.3	"FF954_11320"	
"CP040690"	2342382	2344547	"+"	"CDS"	"Missing"	482	2166	22.3	"FF954_11320"	"hypothetical protein"
"CP040690"	2342382	2344547	"+"	"exon"	"Missing"	482	2166	22.3		
"CP040690"	2351057	2352181	"+"	"gene"	"Missing"	57	1125	5.1	"FF954_11355"	
"CP040690"	2351057	2352181	"+"	"mRNA"	"Missing"	57	1125	5.1	"FF954_11355"	
"CP040690"	2351057	2352181	"+"	"CDS"	"Missing"	57	1125	5.1	"FF954_11355"	"flap endonuclease"
"CP040690"	2351057	2352181	"+"	"exon"	"Missing"	57	1125	5.1		
"CP040690"	2389535	2390623	"-"	"gene"	"Missing"	607	1089	55.7	"FF954_11530"	
"CP040690"	2389535	2390623	"-"	"mRNA"	"Missing"	607	1089	55.7	"FF954_11530"	
"CP040690"	2389535	2390623	"-"	"CDS"	"Missing"	607	1089	55.7	"FF954_11530"	"PE family protein"
"CP040690"	2389535	2390623	"-"	"exon"	"Missing"	607	1089	55.7		
"CP040690"	2425577	2427157	"-"	"gene"	"Missing"	138	1581	8.7	"FF954_11725"	
"CP040690"	2425577	2427157	"-"	"mRNA"	"Missing"	138	1581	8.7	"FF954_11725"	
"CP040690"	2425577	2427157	"-"	"CDS"	"Missing"	138	1581	8.7	"FF954_11725"	"PE family protein"
"CP040690"	2425577	2427157	"-"	"exon"	"Missing"	138	1581	8.7		
"CP040690"	2533012	2533134	"-"	"pseudogenic_exon"	"Missing"	93	123	75.6	"FF954_12245"	"uridylate kinase"
"CP040690"	2533012	2533134	"-"	"pseudogene"	"Missing"	93	123	75.6	"FF954_12245"	
"CP040690"	2613665	2614912	"+"	"gene"	"Missing"	449	1248	36	"FF954_12700"	
"CP040690"	2613665	2614912	"+"	"mRNA"	"Missing"	449	1248	36	"FF954_12700"	
"CP040690"	2613665	2614912	"+"	"CDS"	"Missing"	449	1248	36	"FF954_12700"	"IS256-like element IS1081 family transposase"
"CP040690"	2613665	2614912	"+"	"exon"	"Missing"	449	1248	36		
"CP040690"	2626947	2627231	"-"	"gene"	"Missing"	57	285	20	"FF954_12760"	
"CP040690"	2626947	2627231	"-"	"mRNA"	"Missing"	57	285	20	"FF954_12760"	
"CP040690"	2626947	2627231	"-"	"CDS"	"Missing"	57	285	20	"FF954_12760"	"ESAT-6-like protein EsxN"
"CP040690"	2626947	2627231	"-"	"exon"	"Missing"	57	285	20		
"CP040690"	2627282	2627578	"-"	"gene"	"Missing"	152	297	51.2	"FF954_12765"	
"CP040690"	2627282	2627578	"-"	"mRNA"	"Missing"	152	297	51.2	"FF954_12765"	
"CP040690"	2627282	2627578	"-"	"CDS"	"Missing"	152	297	51.2	"FF954_12765"	"WXG100 family type VII secretion target"
"CP040690"	2627282	2627578	"-"	"exon"	"Missing"	152	297	51.2		
"CP040690"	2637654	2639522	"-"	"gene"	"Missing"	243	1869	13	"FF954_12810"	
"CP040690"	2637654	2639522	"-"	"mRNA"	"Missing"	243	1869	13	"FF954_12810"	
"CP040690"	2637654	2639522	"-"	"CDS"	"Missing"	243	1869	13	"FF954_12810"	"PPE domain-containing protein"
"CP040690"	2637654	2639522	"-"	"exon"	"Missing"	243	1869	13		
"CP040690"	2640260	2642107	"-"	"gene"	"Missing"	227	1848	12.3	"FF954_12820"	
"CP040690"	2640260	2642107	"-"	"mRNA"	"Missing"	227	1848	12.3	"FF954_12820"	
"CP040690"	2640260	2642107	"-"	"CDS"	"Missing"	227	1848	12.3	"FF954_12820"	"PPE domain-containing protein"
"CP040690"	2640260	2642107	"-"	"exon"	"Missing"	227	1848	12.3		
"CP040690"	2695362	2695850	"+"	"gene"	"Missing"	43	489	8.8	"FF954_13040"	
"CP040690"	2695362	2695850	"+"	"mRNA"	"Missing"	43	489	8.8	"FF954_13040"	
"CP040690"	2695362	2695850	"+"	"CDS"	"Missing"	43	489	8.8	"FF954_13040"	"PE family protein"
"CP040690"	2695362	2695850	"+"	"exon"	"Missing"	43	489	8.8		
"CP040690"	2802516	2807498	"-"	"gene"	"Missing"	755	4983	15.2	"FF954_13575"	
"CP040690"	2802516	2807498	"-"	"mRNA"	"Missing"	755	4983	15.2	"FF954_13575"	
"CP040690"	2802516	2807498	"-"	"CDS"	"Missing"	755	4983	15.2	"FF954_13575"	"PE family protein"
"CP040690"	2802516	2807498	"-"	"exon"	"Missing"	755	4983	15.2		
"CP040690"	2829818	2831065	"-"	"gene"	"Missing"	449	1248	36	"FF954_13700"	
"CP040690"	2829818	2831065	"-"	"mRNA"	"Missing"	449	1248	36	"FF954_13700"	
"CP040690"	2829818	2831065	"-"	"CDS"	"Missing"	449	1248	36	"FF954_13700"	"IS256-like element IS1081 family transposase"
"CP040690"	2829818	2831065	"-"	"exon"	"Missing"	449	1248	36		
"CP040690"	2881996	2882973	"+"	"gene"	"Missing"	119	978	12.2	"FF954_14000"	
"CP040690"	2881996	2882973	"+"	"mRNA"	"Missing"	119	978	12.2	"FF954_14000"	
"CP040690"	2881996	2882973	"+"	"CDS"	"Missing"	119	978	12.2	"FF954_14000"	"hypothetical protein"
"CP040690"	2881996	2882973	"+"	"exon"	"Missing"	119	978	12.2		
"CP040690"	2962034	2964370	"-"	"gene"	"Missing"	596	2337	25.5	"FF954_14395"	
"CP040690"	2962034	2964370	"-"	"mRNA"	"Missing"	596	2337	25.5	"FF954_14395"	
"CP040690"	2962034	2964370	"-"	"CDS"	"Missing"	596	2337	25.5	"FF954_14395"	"PE family protein"
"CP040690"	2962034	2964370	"-"	"exon"	"Missing"	596	2337	25.5		
"CP040690"	2998025	2998282	"+"	"gene"	"Missing"	29	258	11.2	"FF954_14640"	
"CP040690"	2998025	2998282	"+"	"mRNA"	"Missing"	29	258	11.2	"FF954_14640"	
"CP040690"	2998025	2998282	"+"	"CDS"	"Missing"	29	258	11.2	"FF954_14640"	"hypothetical protein"
"CP040690"	2998025	2998282	"+"	"exon"	"Missing"	29	258	11.2		
"CP040690"	3044919	3046496	"+"	"gene"	"Missing"	321	1578	20.3	"FF954_14915"	
"CP040690"	3044919	3046496	"+"	"mRNA"	"Missing"	321	1578	20.3	"FF954_14915"	
"CP040690"	3044919	3046496	"+"	"CDS"	"Missing"	321	1578	20.3	"FF954_14915"	"PE family protein"
"CP040690"	3044919	3046496	"+"	"exon"	"Missing"	321	1578	20.3		
"CP040690"	3159650	3160576	"-"	"gene"	"Missing"	54	927	5.8	"FF954_15525"	
"CP040690"	3159650	3160576	"-"	"mRNA"	"Missing"	54	927	5.8	"FF954_15525"	
"CP040690"	3159650	3160576	"-"	"CDS"	"Missing"	54	927	5.8	"FF954_15525"	"gamma-glutamyl-gamma-aminobutyrate hydrolase"
"CP040690"	3159650	3160576	"-"	"exon"	"Missing"	54	927	5.8		
"CP040690"	3181180	3181293	"-"	"gene"	"Missing"	32	114	28.1	"FF954_15650"	
"CP040690"	3181180	3181293	"-"	"mRNA"	"Missing"	32	114	28.1	"FF954_15650"	
"CP040690"	3181180	3181293	"-"	"CDS"	"Missing"	32	114	28.1	"FF954_15650"	"uridylate kinase"
"CP040690"	3181180	3181293	"-"	"exon"	"Missing"	32	114	28.1		
"CP040690"	3368515	3369822	"-"	"gene"	"Missing"	163	1308	12.5	"FF954_16420"	
"CP040690"	3368515	3369822	"-"	"mRNA"	"Missing"	163	1308	12.5	"FF954_16420"	
"CP040690"	3368515	3369822	"-"	"CDS"	"Missing"	163	1308	12.5	"FF954_16420"	"PPE family protein"
"CP040690"	3370515	3371762	"-"	"gene"	"Missing"	450	1248	36.1	"FF954_16430"	
"CP040690"	3370515	3371762	"-"	"mRNA"	"Missing"	450	1248	36.1	"FF954_16430"	
"CP040690"	3370515	3371762	"-"	"CDS"	"Missing"	450	1248	36.1	"FF954_16430"	"IS256-like element IS1081 family transposase"
"CP040690"	3370515	3371762	"-"	"exon"	"Missing"	450	1248	36.1		
"CP040690"	3470650	3471897	"+"	"gene"	"Missing"	449	1248	36	"FF954_16945"	
"CP040690"	3470650	3471897	"+"	"mRNA"	"Missing"	449	1248	36	"FF954_16945"	
"CP040690"	3470650	3471897	"+"	"CDS"	"Missing"	449	1248	36	"FF954_16945"	"IS256-like element IS1081 family transposase"
"CP040690"	3470650	3471897	"+"	"exon"	"Missing"	449	1248	36		
"CP040690"	3811866	3812084	"-"	"pseudogenic_exon"	"Missing"	94	219	42.9	"FF954_18510"	"hypothetical protein"
"CP040690"	3811866	3812084	"-"	"pseudogene"	"Missing"	94	219	42.9	"FF954_18510"	
"CP040690"	3841344	3841880	"+"	"gene"	"Missing"	537	537	100	"FF954_18690"	
"CP040690"	3841344	3841880	"+"	"mRNA"	"Missing"	537	537	100	"FF954_18690"	
"CP040690"	3841344	3841880	"+"	"CDS"	"Missing"	537	537	100	"FF954_18690"	"PPE family protein"
"CP040690"	3841344	3841880	"+"	"exon"	"Missing"	537	537	100		
"CP040690"	3924037	3930417	"+"	"gene"	"Missing"	1960	6381	30.7	"FF954_19090"	
"CP040690"	3924037	3930417	"+"	"mRNA"	"Missing"	1960	6381	30.7	"FF954_19090"	
"CP040690"	3924037	3930417	"+"	"CDS"	"Missing"	1960	6381	30.7	"FF954_19090"	"PE family protein"
"CP040690"	3924037	3930417	"+"	"exon"	"Missing"	1960	6381	30.7		
"CP040690"	3939884	3942844	"+"	"gene"	"Missing"	696	2961	23.5	"FF954_19115"	
"CP040690"	3939884	3942844	"+"	"mRNA"	"Missing"	696	2961	23.5	"FF954_19115"	
"CP040690"	3939884	3942844	"+"	"CDS"	"Missing"	696	2961	23.5	"FF954_19115"	"PE family protein"
"CP040690"	3939884	3942844	"+"	"exon"	"Missing"	696	2961	23.5		
"CP040690"	4023985	4025739	"-"	"gene"	"Missing"	754	1755	43	"FF954_19525"	
"CP040690"	4023985	4025739	"-"	"mRNA"	"Missing"	754	1755	43	"FF954_19525"	
"CP040690"	4023985	4025739	"-"	"CDS"	"Missing"	754	1755	43	"FF954_19525"	"PE family protein"
"CP040690"	4023985	4025739	"-"	"exon"	"Missing"	754	1755	43		
"CP040690"	4045792	4046322	"+"	"gene"	"Missing"	400	531	75.3	"FF954_19630"	
"CP040690"	4045792	4046322	"+"	"mRNA"	"Missing"	400	531	75.3	"FF954_19630"	
"CP040690"	4045792	4046322	"+"	"CDS"	"Missing"	400	531	75.3	"FF954_19630"	"hypothetical protein"
"CP040690"	4045792	4046322	"+"	"exon"	"Missing"	400	531	75.3		
"CP040690"	4051251	4051535	"-"	"gene"	"Missing"	40	285	14	"FF954_19675"	
"CP040690"	4051251	4051535	"-"	"mRNA"	"Missing"	40	285	14	"FF954_19675"	
"CP040690"	4051251	4051535	"-"	"CDS"	"Missing"	40	285	14	"FF954_19675"	"ESAT-6-like protein EsxI"
"CP040690"	4051251	4051535	"-"	"exon"	"Missing"	40	285	14		
"CP040690"	4051562	4051858	"-"	"gene"	"Missing"	129	297	43.4	"FF954_19680"	
"CP040690"	4051562	4051858	"-"	"mRNA"	"Missing"	129	297	43.4	"FF954_19680"	
"CP040690"	4051562	4051858	"-"	"CDS"	"Missing"	129	297	43.4	"FF954_19680"	"WXG100 family type VII secretion target"
"CP040690"	4051562	4051858	"-"	"exon"	"Missing"	129	297	43.4		
"CP040690"	4111462	4111725	"-"	"gene"	"Missing"	114	264	43.2	"FF954_20010"	
"CP040690"	4111462	4111725	"-"	"mRNA"	"Missing"	114	264	43.2	"FF954_20010"	
"CP040690"	4111462	4111725	"-"	"CDS"	"Missing"	114	264	43.2	"FF954_20010"	"LacI family transcriptional regulator"
"CP040690"	4111462	4111725	"-"	"exon"	"Missing"	114	264	43.2		
"CP040690"	4144404	4146965	"+"	"gene"	"Missing"	539	2562	21	"FF954_20185"	
"CP040690"	4144404	4146965	"+"	"mRNA"	"Missing"	539	2562	21	"FF954_20185"	
"CP040690"	4144404	4146965	"+"	"CDS"	"Missing"	539	2562	21	"FF954_20185"	"2-isopropylmalate synthase"
"CP040690"	4144404	4146965	"+"	"exon"	"Missing"	539	2562	21		
"CP040690"	4339980	4340123	"+"	"gene"	"Missing"	53	144	36.8	"FF954_21085"	
"CP040690"	4339980	4340123	"+"	"mRNA"	"Missing"	53	144	36.8	"FF954_21085"	
"CP040690"	4339980	4340123	"+"	"CDS"	"Missing"	53	144	36.8	"FF954_21085"	"uridylate kinase"
"CP040690"	4339980	4340123	"+"	"exon"	"Missing"	53	144	36.8		
"CP040690"	4344322	4346322	"+"	"gene"	"Missing"	222	2001	11.1	"FF954_21115"	
"CP040690"	4344322	4346322	"+"	"mRNA"	"Missing"	222	2001	11.1	"FF954_21115"	
"CP040690"	4344322	4346322	"+"	"CDS"	"Missing"	222	2001	11.1	"FF954_21115"	"type VII secretion system ESX-1 associated protein EspI"
"CP040690"	4344322	4346322	"+"	"exon"	"Missing"	222	2001	11.1		
