"Chromosome"	"Start"	"End"	"Strand"	"Feature"	"Illumina"	"Missing"	"Length"	"Miss %"	"Locus Tag"	"Product"
"CP040689"	1094485	1097256	"+"	"CDS"	"Missing"	1342	2772	48.4	"FF952_05335"	"PE family protein"
"CP040689"	1094485	1097256	"+"	"exon"	"Missing"	1342	2772	48.4		
"CP040689"	1097365	1098246	"+"	"gene"	"Missing"	591	882	67	"FF952_05340"	
"CP040689"	1097365	1098246	"+"	"mRNA"	"Missing"	591	882	67	"FF952_05340"	
"CP040689"	1097365	1098246	"+"	"CDS"	"Missing"	591	882	67	"FF952_05340"	"50S ribosomal protein L32"
"CP040689"	1097365	1098246	"+"	"exon"	"Missing"	591	882	67		
"CP040689"	1098199	1098480	"-"	"pseudogenic_exon"	"Missing"	282	282	100	"FF952_05345"	"PE family protein"
"CP040689"	1098199	1098480	"-"	"pseudogene"	"Missing"	282	282	100	"FF952_05345"	
"CP040689"	1098532	1098618	"-"	"pseudogenic_exon"	"Missing"	75	87	86.2	"FF952_05350"	"PE family protein"
"CP040689"	1098532	1098618	"-"	"pseudogene"	"Missing"	75	87	86.2	"FF952_05350"	
"CP040689"	1099202	1100575	"-"	"gene"	"Missing"	261	1374	19	"FF952_05365"	
"CP040689"	1099202	1100575	"-"	"mRNA"	"Missing"	261	1374	19	"FF952_05365"	
"CP040689"	1099202	1100575	"-"	"CDS"	"Missing"	261	1374	19	"FF952_05365"	"PE domain-containing protein"
"CP040689"	1099202	1100575	"-"	"exon"	"Missing"	261	1374	19		
"CP040689"	1125013	1126272	"-"	"gene"	"Missing"	479	1260	38	"FF952_05510"	
"CP040689"	1125013	1126272	"-"	"mRNA"	"Missing"	479	1260	38	"FF952_05510"	
"CP040689"	1125013	1126272	"-"	"CDS"	"Missing"	479	1260	38	"FF952_05510"	"hypothetical protein"
"CP040689"	1125013	1126272	"-"	"exon"	"Missing"	479	1260	38		
"CP040689"	1173548	1174795	"+"	"gene"	"Missing"	464	1248	37.2	"FF952_05750"	
"CP040689"	1173548	1174795	"+"	"mRNA"	"Missing"	464	1248	37.2	"FF952_05750"	
"CP040689"	1173548	1174795	"+"	"CDS"	"Missing"	464	1248	37.2	"FF952_05750"	"IS256-like element IS1081 family transposase"
"CP040689"	1173548	1174795	"+"	"exon"	"Missing"	464	1248	37.2		
"CP040689"	1192546	1194531	"-"	"gene"	"Missing"	1435	1986	72.3	"FF952_05875"	
"CP040689"	1192546	1194531	"-"	"mRNA"	"Missing"	1435	1986	72.3	"FF952_05875"	
"CP040689"	1192546	1194531	"-"	"CDS"	"Missing"	1435	1986	72.3	"FF952_05875"	"PE family protein"
"CP040689"	1192546	1194531	"-"	"exon"	"Missing"	1435	1986	72.3		
"CP040689"	1210019	1212040	"+"	"gene"	"Missing"	410	2022	20.3	"FF952_05955"	
"CP040689"	1210019	1212040	"+"	"mRNA"	"Missing"	410	2022	20.3	"FF952_05955"	
"CP040689"	1210019	1212040	"+"	"CDS"	"Missing"	410	2022	20.3	"FF952_05955"	"thioredoxin domain-containing protein"
"CP040689"	1210019	1212040	"+"	"exon"	"Missing"	410	2022	20.3		
"CP040689"	1213943	1216411	"+"	"gene"	"Missing"	1899	2469	76.9	"FF952_05975"	
"CP040689"	1213943	1216411	"+"	"mRNA"	"Missing"	1899	2469	76.9	"FF952_05975"	
"CP040689"	1213943	1216411	"+"	"CDS"	"Missing"	1899	2469	76.9	"FF952_05975"	"PE family protein"
"CP040689"	1213943	1216411	"+"	"exon"	"Missing"	1899	2469	76.9		
"CP040689"	1219017	1221587	"+"	"gene"	"Missing"	2126	2571	82.7	"FF952_06010"	
"CP040689"	1219017	1221587	"+"	"mRNA"	"Missing"	2126	2571	82.7	"FF952_06010"	
"CP040689"	1219017	1221587	"+"	"CDS"	"Missing"	2126	2571	82.7	"FF952_06010"	"PE family protein"
"CP040689"	1219017	1221587	"+"	"exon"	"Missing"	2126	2571	82.7		
"CP040689"	1278859	1280307	"-"	"gene"	"Missing"	1261	1449	87	"FF952_06320"	
"CP040689"	1278859	1280307	"-"	"mRNA"	"Missing"	1261	1449	87	"FF952_06320"	
"CP040689"	1278859	1280307	"-"	"CDS"	"Missing"	1261	1449	87	"FF952_06320"	"HNH endonuclease"
"CP040689"	1278859	1280307	"-"	"exon"	"Missing"	1261	1449	87		
"CP040689"	1285616	1286731	"-"	"gene"	"Missing"	154	1116	13.8	"FF952_06370"	
"CP040689"	1285616	1286731	"-"	"mRNA"	"Missing"	154	1116	13.8	"FF952_06370"	
"CP040689"	1285616	1286731	"-"	"CDS"	"Missing"	154	1116	13.8	"FF952_06370"	"hypothetical protein"
"CP040689"	1285616	1286731	"-"	"exon"	"Missing"	154	1116	13.8		
"CP040689"	1341910	1343085	"+"	"gene"	"Missing"	269	1176	22.9	"FF952_06570"	
"CP040689"	1341910	1343085	"+"	"mRNA"	"Missing"	269	1176	22.9	"FF952_06570"	
"CP040689"	1341910	1343085	"+"	"CDS"	"Missing"	269	1176	22.9	"FF952_06570"	"PPE family protein"
"CP040689"	1341910	1343085	"+"	"exon"	"Missing"	269	1176	22.9		
"CP040689"	1343220	1343516	"+"	"gene"	"Missing"	297	297	100	"FF952_06575"	
"CP040689"	1343220	1343516	"+"	"mRNA"	"Missing"	297	297	100	"FF952_06575"	
"CP040689"	1343220	1343516	"+"	"CDS"	"Missing"	297	297	100	"FF952_06575"	"ESAT-6-like protein EsxK"
"CP040689"	1343220	1343516	"+"	"exon"	"Missing"	297	297	100		
"CP040689"	1343567	1343851	"+"	"gene"	"Missing"	285	285	100	"FF952_06580"	
"CP040689"	1343567	1343851	"+"	"mRNA"	"Missing"	285	285	100	"FF952_06580"	
"CP040689"	1343567	1343851	"+"	"CDS"	"Missing"	285	285	100	"FF952_06580"	"ESAT-6-like protein EsxL"
"CP040689"	1343567	1343851	"+"	"exon"	"Missing"	285	285	100		
"CP040689"	1343919	1345166	"-"	"gene"	"Missing"	464	1248	37.2	"FF952_06585"	
"CP040689"	1343919	1345166	"-"	"mRNA"	"Missing"	464	1248	37.2	"FF952_06585"	
"CP040689"	1343919	1345166	"-"	"CDS"	"Missing"	464	1248	37.2	"FF952_06585"	"IS256-like element IS1081 family transposase"
"CP040689"	1343919	1345166	"-"	"exon"	"Missing"	464	1248	37.2		
"CP040689"	1387549	1389237	"-"	"gene"	"Missing"	1006	1689	59.6	"FF952_06820"	
"CP040689"	1387549	1389237	"-"	"mRNA"	"Missing"	1006	1689	59.6	"FF952_06820"	
"CP040689"	1387549	1389237	"-"	"CDS"	"Missing"	1006	1689	59.6	"FF952_06820"	"PE family protein"
"CP040689"	1387549	1389237	"-"	"exon"	"Missing"	1006	1689	59.6		
"CP040689"	1416411	1418291	"-"	"gene"	"Missing"	1228	1881	65.3	"FF952_06940"	
"CP040689"	1416411	1418291	"-"	"mRNA"	"Missing"	1228	1881	65.3	"FF952_06940"	
"CP040689"	1416411	1418291	"-"	"CDS"	"Missing"	1228	1881	65.3	"FF952_06940"	"serine/threonine protein kinase"
"CP040689"	1416411	1418291	"-"	"exon"	"Missing"	1228	1881	65.3		
"CP040689"	1448180	1449550	"+"	"gene"	"Missing"	75	1371	5.5	"FF952_07070"	
"CP040689"	1448180	1449550	"+"	"mRNA"	"Missing"	75	1371	5.5	"FF952_07070"	
"CP040689"	1448180	1449550	"+"	"CDS"	"Missing"	75	1371	5.5	"FF952_07070"	"LysM peptidoglycan-binding domain-containing protein"
"CP040689"	1448180	1449550	"+"	"exon"	"Missing"	75	1371	5.5		
"CP040689"	1458667	1458891	"+"	"gene"	"Missing"	94	225	41.8	"FF952_07120"	
"CP040689"	1458667	1458891	"+"	"mRNA"	"Missing"	94	225	41.8	"FF952_07120"	
"CP040689"	1458667	1458891	"+"	"CDS"	"Missing"	94	225	41.8	"FF952_07120"	"2-isopropylmalate synthase"
"CP040689"	1458667	1458891	"+"	"exon"	"Missing"	94	225	41.8		
"CP040689"	1495041	1496852	"-"	"gene"	"Missing"	1477	1812	81.5	"FF952_07300"	
"CP040689"	1495041	1496852	"-"	"mRNA"	"Missing"	1477	1812	81.5	"FF952_07300"	
"CP040689"	1495041	1496852	"-"	"CDS"	"Missing"	1477	1812	81.5	"FF952_07300"	"PE family protein"
"CP040689"	1495041	1496852	"-"	"exon"	"Missing"	1477	1812	81.5		
"CP040689"	1567298	1568917	"+"	"gene"	"Missing"	147	1620	9.1	"FF952_07625"	
"CP040689"	1567298	1568917	"+"	"mRNA"	"Missing"	147	1620	9.1	"FF952_07625"	
"CP040689"	1567298	1568917	"+"	"CDS"	"Missing"	147	1620	9.1	"FF952_07625"	"PPE family protein PPE20"
"CP040689"	1567298	1568917	"+"	"exon"	"Missing"	147	1620	9.1		
"CP040689"	1577656	1579386	"-"	"gene"	"Missing"	1324	1731	76.5	"FF952_07675"	
"CP040689"	1577656	1579386	"-"	"mRNA"	"Missing"	1324	1731	76.5	"FF952_07675"	
"CP040689"	1577656	1579386	"-"	"CDS"	"Missing"	1324	1731	76.5	"FF952_07675"	"PE family protein"
"CP040689"	1577656	1579386	"-"	"exon"	"Missing"	1324	1731	76.5		
"CP040689"	1623759	1625234	"-"	"gene"	"Missing"	1008	1476	68.3	"FF952_07915"	
"CP040689"	1623759	1625234	"-"	"mRNA"	"Missing"	1008	1476	68.3	"FF952_07915"	
"CP040689"	1623759	1625234	"-"	"CDS"	"Missing"	1008	1476	68.3	"FF952_07915"	"PE family protein"
"CP040689"	1623759	1625234	"-"	"exon"	"Missing"	1008	1476	68.3		
"CP040689"	1629264	1630007	"-"	"gene"	"Missing"	118	744	15.9	"FF952_07945"	
"CP040689"	1629264	1630007	"-"	"mRNA"	"Missing"	118	744	15.9	"FF952_07945"	
"CP040689"	1629264	1630007	"-"	"CDS"	"Missing"	118	744	15.9	"FF952_07945"	"6-phosphogluconolactonase"
"CP040689"	1629264	1630007	"-"	"exon"	"Missing"	118	744	15.9		
"CP040689"	1635941	1636156	"-"	"gene"	"Missing"	56	216	25.9	"FF952_07970"	
"CP040689"	1635941	1636156	"-"	"mRNA"	"Missing"	56	216	25.9	"FF952_07970"	
"CP040689"	1635941	1636156	"-"	"CDS"	"Missing"	56	216	25.9	"FF952_07970"	"hypothetical protein"
"CP040689"	1635941	1636156	"-"	"exon"	"Missing"	56	216	25.9		
"CP040689"	1636188	1640411	"-"	"gene"	"Missing"	4224	4224	100	"FF952_07975"	
"CP040689"	1636188	1640411	"-"	"mRNA"	"Missing"	4224	4224	100	"FF952_07975"	
"CP040689"	1636188	1640411	"-"	"CDS"	"Missing"	4224	4224	100	"FF952_07975"	"PE family protein"
"CP040689"	1636188	1640411	"-"	"exon"	"Missing"	4224	4224	100		
"CP040689"	1641788	1644154	"-"	"gene"	"Missing"	1857	2367	78.5	"FF952_07985"	
"CP040689"	1641788	1644154	"-"	"mRNA"	"Missing"	1857	2367	78.5	"FF952_07985"	
"CP040689"	1641788	1644154	"-"	"CDS"	"Missing"	1857	2367	78.5	"FF952_07985"	"PE family protein"
"CP040689"	1641788	1644154	"-"	"exon"	"Missing"	1857	2367	78.5		
"CP040689"	1650166	1650423	"+"	"gene"	"Missing"	106	258	41.1	"FF952_08020"	
"CP040689"	1650166	1650423	"+"	"mRNA"	"Missing"	106	258	41.1	"FF952_08020"	
