"Chromosome"	"Start"	"End"	"Strand"	"Feature"	"Illumina"	"Missing"	"Length"	"Miss %"	"Locus Tag"	"Product"
"CP040693"	2014856	2015140	"+"	"CDS"	"Missing"	57	285	20	"FF953_09685"	"ESAT-6-like protein EsxN"
"CP040693"	2014856	2015140	"+"	"exon"	"Missing"	57	285	20		
"CP040693"	2147099	2151151	"-"	"pseudogenic_exon"	"Missing"	1449	4053	35.8	"FF953_10345"	"PPE family protein"
"CP040693"	2147099	2151151	"-"	"pseudogene"	"Missing"	1449	4053	35.8	"FF953_10345"	
"CP040693"	2151194	2152455	"-"	"gene"	"Missing"	85	1262	6.7	"FF953_10350"	
"CP040693"	2151194	2152455	"-"	"mRNA"	"Missing"	85	1262	6.7	"FF953_10350"	
"CP040693"	2151194	2152455	"-"	"CDS"	"Missing"	85	1262	6.7	"FF953_10350"	"IS3-like element IS987 family transposase"
"CP040693"	2152167	2152455	"-"	"exon"	"Missing"	85	289	29.4		
"CP040693"	2152507	2154114	"-"	"pseudogenic_exon"	"Missing"	144	1608	9	"FF953_10355"	"PPE family protein"
"CP040693"	2152507	2154114	"-"	"pseudogene"	"Missing"	144	1608	9	"FF953_10355"	
"CP040693"	2255941	2256229	"-"	"exon"	"Missing"	61	289	21.1		
"CP040693"	2292186	2304641	"-"	"gene"	"Missing"	2283	12456	18.3	"FF953_11155"	
"CP040693"	2292186	2304641	"-"	"mRNA"	"Missing"	2283	12456	18.3	"FF953_11155"	
"CP040693"	2292186	2304641	"-"	"CDS"	"Missing"	2283	12456	18.3	"FF953_11155"	"type I polyketide synthase"
"CP040693"	2292186	2304641	"-"	"exon"	"Missing"	2283	12456	18.3		
"CP040693"	2363207	2363495	"+"	"exon"	"Missing"	61	289	21.1		
"CP040693"	2420919	2422517	"-"	"gene"	"Missing"	393	1599	24.6	"FF953_11745"	
"CP040693"	2420919	2422517	"-"	"mRNA"	"Missing"	393	1599	24.6	"FF953_11745"	
"CP040693"	2420919	2422517	"-"	"CDS"	"Missing"	393	1599	24.6	"FF953_11745"	"PE family protein"
"CP040693"	2420919	2422517	"-"	"exon"	"Missing"	393	1599	24.6		
"CP040693"	2688725	2689810	"+"	"gene"	"Missing"	75	1086	6.9	"FF953_13035"	
"CP040693"	2688725	2689810	"+"	"mRNA"	"Missing"	75	1086	6.9	"FF953_13035"	
"CP040693"	2688725	2689810	"+"	"CDS"	"Missing"	75	1086	6.9	"FF953_13035"	"PE family protein"
"CP040693"	2688725	2689810	"+"	"exon"	"Missing"	75	1086	6.9		
"CP040693"	2729006	2729294	"-"	"exon"	"Missing"	59	289	20.4		
"CP040693"	2796967	2801946	"-"	"gene"	"Missing"	263	4980	5.3	"FF953_13575"	
"CP040693"	2796967	2801946	"-"	"mRNA"	"Missing"	263	4980	5.3	"FF953_13575"	
"CP040693"	2796967	2801946	"-"	"CDS"	"Missing"	263	4980	5.3	"FF953_13575"	"PE family protein"
"CP040693"	2796967	2801946	"-"	"exon"	"Missing"	263	4980	5.3		
"CP040693"	2824266	2825513	"-"	"gene"	"Missing"	449	1248	36	"FF953_13700"	
"CP040693"	2824266	2825513	"-"	"mRNA"	"Missing"	449	1248	36	"FF953_13700"	
"CP040693"	2824266	2825513	"-"	"CDS"	"Missing"	449	1248	36	"FF953_13700"	"IS256-like element IS1081 family transposase"
"CP040693"	2824266	2825513	"-"	"exon"	"Missing"	449	1248	36		
"CP040693"	2862829	2863491	"+"	"gene"	"Missing"	221	663	33.3	"FF953_13905"	
"CP040693"	2862829	2863491	"+"	"mRNA"	"Missing"	221	663	33.3	"FF953_13905"	
"CP040693"	2862829	2863491	"+"	"CDS"	"Missing"	221	663	33.3	"FF953_13905"	"hypothetical protein"
"CP040693"	2862829	2863491	"+"	"exon"	"Missing"	221	663	33.3		
"CP040693"	2875779	2876756	"+"	"gene"	"Missing"	49	978	5	"FF953_13995"	
"CP040693"	2875779	2876756	"+"	"mRNA"	"Missing"	49	978	5	"FF953_13995"	
"CP040693"	2875779	2876756	"+"	"CDS"	"Missing"	49	978	5	"FF953_13995"	"hypothetical protein"
"CP040693"	2875779	2876756	"+"	"exon"	"Missing"	49	978	5		
"CP040693"	2939303	2940688	"-"	"gene"	"Missing"	217	1386	15.7	"FF953_14290"	
"CP040693"	2939303	2940688	"-"	"mRNA"	"Missing"	217	1386	15.7	"FF953_14290"	
"CP040693"	2939303	2940688	"-"	"CDS"	"Missing"	217	1386	15.7	"FF953_14290"	"PE family protein"
"CP040693"	2939303	2940688	"-"	"exon"	"Missing"	217	1386	15.7		
"CP040693"	2955808	2958144	"-"	"gene"	"Missing"	203	2337	8.7	"FF953_14390"	
"CP040693"	2955808	2958144	"-"	"mRNA"	"Missing"	203	2337	8.7	"FF953_14390"	
"CP040693"	2955808	2958144	"-"	"CDS"	"Missing"	203	2337	8.7	"FF953_14390"	"PE family protein"
"CP040693"	2955808	2958144	"-"	"exon"	"Missing"	203	2337	8.7		
"CP040693"	2990403	2990567	"+"	"pseudogenic_exon"	"Missing"	164	165	99.4	"FF953_14655"	"DUF3000 domain-containing protein"
"CP040693"	2990403	2990567	"+"	"pseudogene"	"Missing"	164	165	99.4	"FF953_14655"	
"CP040693"	3001623	3001880	"+"	"gene"	"Missing"	106	258	41.1	"FF953_14715"	
"CP040693"	3001623	3001880	"+"	"mRNA"	"Missing"	106	258	41.1	"FF953_14715"	
"CP040693"	3001623	3001880	"+"	"CDS"	"Missing"	106	258	41.1	"FF953_14715"	"hypothetical protein"
"CP040693"	3001623	3001880	"+"	"exon"	"Missing"	106	258	41.1		
"CP040693"	3114959	3115247	"+"	"exon"	"Missing"	59	289	20.4		
"CP040693"	3159061	3159987	"-"	"gene"	"Missing"	54	927	5.8	"FF953_15585"	
"CP040693"	3159061	3159987	"-"	"mRNA"	"Missing"	54	927	5.8	"FF953_15585"	
"CP040693"	3159061	3159987	"-"	"CDS"	"Missing"	54	927	5.8	"FF953_15585"	"gamma-glutamyl-gamma-aminobutyrate hydrolase"
"CP040693"	3159061	3159987	"-"	"exon"	"Missing"	54	927	5.8		
"CP040693"	3180533	3180646	"-"	"gene"	"Missing"	32	114	28.1	"FF953_15710"	
"CP040693"	3180533	3180646	"-"	"mRNA"	"Missing"	32	114	28.1	"FF953_15710"	
"CP040693"	3180533	3180646	"-"	"CDS"	"Missing"	32	114	28.1	"FF953_15710"	"uridylate kinase"
"CP040693"	3180533	3180646	"-"	"exon"	"Missing"	32	114	28.1		
"CP040693"	3221602	3221823	"+"	"gene"	"Missing"	137	222	61.7	"FF953_15910"	
"CP040693"	3221602	3221823	"+"	"mRNA"	"Missing"	137	222	61.7	"FF953_15910"	
"CP040693"	3221602	3221823	"+"	"CDS"	"Missing"	137	222	61.7	"FF953_15910"	"hypothetical protein"
"CP040693"	3221602	3221823	"+"	"exon"	"Missing"	137	222	61.7		
"CP040693"	3368459	3368747	"-"	"exon"	"Missing"	60	289	20.8		
"CP040693"	3368704	3368910	"-"	"gene"	"Missing"	19	207	9.2	"FF953_16475"	
"CP040693"	3368704	3368910	"-"	"mRNA"	"Missing"	19	207	9.2	"FF953_16475"	
"CP040693"	3368704	3368910	"-"	"CDS"	"Missing"	19	207	9.2	"FF953_16475"	"hypothetical protein"
"CP040693"	3368704	3368910	"-"	"exon"	"Missing"	19	207	9.2		
"CP040693"	3369327	3369615	"+"	"exon"	"Missing"	61	289	21.1		
"CP040693"	3370982	3372289	"-"	"gene"	"Missing"	657	1308	50.2	"FF953_16495"	
"CP040693"	3370982	3372289	"-"	"mRNA"	"Missing"	657	1308	50.2	"FF953_16495"	
"CP040693"	3370982	3372289	"-"	"CDS"	"Missing"	657	1308	50.2	"FF953_16495"	"PPE family protein"
"CP040693"	3370982	3372289	"-"	"exon"	"Missing"	657	1308	50.2		
"CP040693"	3372982	3374229	"-"	"gene"	"Missing"	450	1248	36.1	"FF953_16505"	
"CP040693"	3372982	3374229	"-"	"mRNA"	"Missing"	450	1248	36.1	"FF953_16505"	
"CP040693"	3372982	3374229	"-"	"CDS"	"Missing"	450	1248	36.1	"FF953_16505"	"IS256-like element IS1081 family transposase"
"CP040693"	3372982	3374229	"-"	"exon"	"Missing"	450	1248	36.1		
"CP040693"	3473107	3474354	"+"	"gene"	"Missing"	405	1248	32.5	"FF953_17020"	
"CP040693"	3473107	3474354	"+"	"mRNA"	"Missing"	405	1248	32.5	"FF953_17020"	
"CP040693"	3473107	3474354	"+"	"CDS"	"Missing"	405	1248	32.5	"FF953_17020"	"IS256-like element IS1081 family transposase"
"CP040693"	3473107	3474354	"+"	"exon"	"Missing"	405	1248	32.5		
"CP040693"	3485618	3485986	"-"	"gene"	"Missing"	20	369	5.4	"FF953_17100"	
"CP040693"	3485618	3485986	"-"	"mRNA"	"Missing"	20	369	5.4	"FF953_17100"	
"CP040693"	3485618	3485986	"-"	"CDS"	"Missing"	20	369	5.4	"FF953_17100"	"hypothetical protein"
"CP040693"	3485618	3485986	"-"	"exon"	"Missing"	20	369	5.4		
"CP040693"	3544556	3544844	"-"	"exon"	"Missing"	60	289	20.8		
"CP040693"	3708122	3709383	"-"	"gene"	"Missing"	85	1262	6.7	"FF953_18220"	
"CP040693"	3708122	3709383	"-"	"mRNA"	"Missing"	85	1262	6.7	"FF953_18220"	
"CP040693"	3708122	3709383	"-"	"CDS"	"Missing"	85	1262	6.7	"FF953_18220"	"IS3-like element IS987 family transposase"
"CP040693"	3709095	3709383	"-"	"exon"	"Missing"	85	289	29.4		
"CP040693"	3727292	3736633	"-"	"gene"	"Missing"	1685	9342	18	"FF953_18310"	
"CP040693"	3727292	3736633	"-"	"mRNA"	"Missing"	1685	9342	18	"FF953_18310"	
"CP040693"	3727292	3736633	"-"	"CDS"	"Missing"	1685	9342	18	"FF953_18310"	"PPE domain-containing protein"
"CP040693"	3727292	3736633	"-"	"exon"	"Missing"	1685	9342	18		
"CP040693"	3796385	3796673	"+"	"exon"	"Missing"	61	289	21.1		
"CP040693"	3820474	3820983	"-"	"pseudogenic_exon"	"Missing"	477	510	93.5	"FF953_18630"	"hypothetical protein"
"CP040693"	3820474	3820983	"-"	"pseudogene"	"Missing"	477	510	93.5	"FF953_18630"	
"CP040693"	3820931	3821143	"-"	"gene"	"Missing"	20	213	9.4	"FF953_18635"	
"CP040693"	3820931	3821143	"-"	"mRNA"	"Missing"	20	213	9.4	"FF953_18635"	
"CP040693"	3820931	3821143	"-"	"CDS"	"Missing"	20	213	9.4	"FF953_18635"	"hypothetical protein"
"CP040693"	3820931	3821143	"-"	"exon"	"Missing"	20	213	9.4		
"CP040693"	3851426	3851962	"+"	"gene"	"Missing"	522	537	97.2	"FF953_18830"	
"CP040693"	3851426	3851962	"+"	"mRNA"	"Missing"	522	537	97.2	"FF953_18830"	
"CP040693"	3851426	3851962	"+"	"CDS"	"Missing"	522	537	97.2	"FF953_18830"	"PPE family protein"
"CP040693"	3851426	3851962	"+"	"exon"	"Missing"	522	537	97.2		
"CP040693"	3882918	3883523	"-"	"gene"	"Missing"	368	606	60.7	"FF953_18985"	
"CP040693"	3882918	3883523	"-"	"mRNA"	"Missing"	368	606	60.7	"FF953_18985"	
"CP040693"	3882918	3883523	"-"	"CDS"	"Missing"	368	606	60.7	"FF953_18985"	"30S ribosomal protein S4"
"CP040693"	3882918	3883523	"-"	"exon"	"Missing"	368	606	60.7		
"CP040693"	3933971	3938824	"+"	"gene"	"Missing"	385	4854	7.9	"FF953_19235"	
"CP040693"	3933971	3938824	"+"	"mRNA"	"Missing"	385	4854	7.9	"FF953_19235"	
"CP040693"	3933971	3938824	"+"	"CDS"	"Missing"	385	4854	7.9	"FF953_19235"	"PE family protein"
"CP040693"	3933971	3938824	"+"	"exon"	"Missing"	385	4854	7.9		
"CP040693"	3941731	3947751	"+"	"pseudogenic_exon"	"Missing"	1188	6021	19.7	"FF953_19250"	"PE family protein"
"CP040693"	3941731	3947751	"+"	"pseudogene"	"Missing"	1188	6021	19.7	"FF953_19250"	
"CP040693"	3948383	3949039	"-"	"gene"	"Missing"	346	657	52.7	"FF953_19260"	
"CP040693"	3948383	3949039	"-"	"mRNA"	"Missing"	346	657	52.7	"FF953_19260"	
"CP040693"	3948383	3949039	"-"	"CDS"	"Missing"	346	657	52.7	"FF953_19260"	"fatty-acid--CoA ligase"
"CP040693"	3948383	3949039	"-"	"exon"	"Missing"	346	657	52.7		
"CP040693"	3949085	3953769	"+"	"pseudogenic_exon"	"Missing"	1518	4685	32.4	"FF953_19265"	"PE family protein"
"CP040693"	3949085	3953769	"+"	"pseudogene"	"Missing"	1518	4685	32.4	"FF953_19265"	
"CP040693"	4056446	4056946	"-"	"gene"	"Missing"	394	501	78.6	"FF953_19780"	
"CP040693"	4056446	4056946	"-"	"mRNA"	"Missing"	394	501	78.6	"FF953_19780"	
"CP040693"	4056446	4056946	"-"	"CDS"	"Missing"	394	501	78.6	"FF953_19780"	"hypothetical protein"
"CP040693"	4056446	4056946	"-"	"exon"	"Missing"	394	501	78.6		
"CP040693"	4056911	4057441	"+"	"gene"	"Missing"	289	531	54.4	"FF953_19785"	
"CP040693"	4056911	4057441	"+"	"mRNA"	"Missing"	289	531	54.4	"FF953_19785"	
"CP040693"	4056911	4057441	"+"	"CDS"	"Missing"	289	531	54.4	"FF953_19785"	"hypothetical protein"
"CP040693"	4056911	4057441	"+"	"exon"	"Missing"	289	531	54.4		
"CP040693"	4124767	4125315	"-"	"gene"	"Missing"	258	549	47	"FF953_20165"	
"CP040693"	4124767	4125315	"-"	"mRNA"	"Missing"	258	549	47	"FF953_20165"	
"CP040693"	4124767	4125315	"-"	"CDS"	"Missing"	258	549	47	"FF953_20165"	"hypothetical protein"
"CP040693"	4124767	4125315	"-"	"exon"	"Missing"	258	549	47		
"CP040693"	4161010	4161300	"-"	"gene"	"Missing"	59	291	20.3	"FF953_20350"	
"CP040693"	4161010	4161300	"-"	"mRNA"	"Missing"	59	291	20.3	"FF953_20350"	
"CP040693"	4161010	4161300	"-"	"CDS"	"Missing"	59	291	20.3	"FF953_20350"	"hypothetical protein"
"CP040693"	4161010	4161300	"-"	"exon"	"Missing"	59	291	20.3		
"CP040693"	4352882	4353025	"+"	"gene"	"Missing"	106	144	73.6	"FF953_21235"	
"CP040693"	4352882	4353025	"+"	"mRNA"	"Missing"	106	144	73.6	"FF953_21235"	
"CP040693"	4352882	4353025	"+"	"CDS"	"Missing"	106	144	73.6	"FF953_21235"	"uridylate kinase"
"CP040693"	4352882	4353025	"+"	"exon"	"Missing"	106	144	73.6		
"CP040693"	4357277	4359277	"+"	"gene"	"Missing"	131	2001	6.5	"FF953_21270"	
"CP040693"	4357277	4359277	"+"	"mRNA"	"Missing"	131	2001	6.5	"FF953_21270"	
"CP040693"	4357277	4359277	"+"	"CDS"	"Missing"	131	2001	6.5	"FF953_21270"	"type VII secretion system ESX-1 associated protein EspI"
"CP040693"	4357277	4359277	"+"	"exon"	"Missing"	131	2001	6.5		
